시간	무게	무게 변화	포트	로그	상태
15_35_22_088	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_22_119	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	543	f
15_35_22_125	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_22_165	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_22_195	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_22_227	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_22_233	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_22_274	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_22_305	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_22_360	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_22_366	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_22_401	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_22_423	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_22_457	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_22_464	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_22_505	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_22_527	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_22_558	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_22_564	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_22_602	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_22_634	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_22_672	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_22_678	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_22_719	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_22_745	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_22_778	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_22_786	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_22_830	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_22_858	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	f
15_35_22_893	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_22_900	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_22_941	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_22_966	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	f
15_35_22_997	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_23_003	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_23_042	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_23_074	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	f
15_35_23_107	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_23_114	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_23_155	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_23_181	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	f
15_35_23_217	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_23_222	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_23_260	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_23_290	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_23_322	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_23_327	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_23_372	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_23_400	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_23_438	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_23_444	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_35_23_489	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_23_514	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_23_547	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_35_23_554	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_23_591	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_23_618	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_23_650	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_23_697	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_23_730	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_23_754	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_23_780	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_23_786	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_23_823	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_23_845	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_23_880	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_23_886	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_23_927	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	536	f
15_35_23_949	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_23_990	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_23_997	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_24_036	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_24_059	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_24_099	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_24_105	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_24_145	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_24_168	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_24_208	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_24_215	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_24_269	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_24_296	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_24_326	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_24_332	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_24_379	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_24_386	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_24_427	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_24_432	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_24_490	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_24_496	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_24_538	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_24_545	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_24_600	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_24_606	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_24_647	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_24_653	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_24_708	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_24_716	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_24_755	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_24_761	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_24_816	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_24_822	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_24_863	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_24_870	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_24_926	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_24_932	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_24_972	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_24_979	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_25_035	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_25_066	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_25_094	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_25_101	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_25_144	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_25_150	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_25_191	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_25_198	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_25_252	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_25_259	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_25_299	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_25_305	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_25_361	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_25_367	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_25_408	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_25_415	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_25_471	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_25_478	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_25_517	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_25_523	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_25_581	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_25_588	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_25_628	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_25_635	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_25_691	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_25_697	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_25_737	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_25_744	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_35_25_798	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_25_804	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_25_846	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_35_25_853	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_25_909	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_25_916	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_25_957	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_25_963	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_26_020	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_26_029	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_26_065	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_26_070	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_26_129	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_26_135	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_26_179	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_26_186	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_26_237	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_26_245	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_26_295	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_26_302	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_26_349	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_26_356	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_26_405	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_26_422	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_26_469	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_26_476	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	536	f
15_35_26_518	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_26_527	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_26_572	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_26_578	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_26_624	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_26_631	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_26_679	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_26_685	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_26_736	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_26_745	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_26_797	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_26_803	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_26_848	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_26_855	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_26_907	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_26_914	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_26_953	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_26_961	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_27_015	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_27_022	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_27_063	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_27_070	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_27_127	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_27_135	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_27_174	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_27_179	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_27_236	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_27_242	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_27_283	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_27_289	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_27_360	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_27_367	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_27_404	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_27_410	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_27_461	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_27_468	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_27_502	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_27_509	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_27_563	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_27_572	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_27_611	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_27_617	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_27_674	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_27_680	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_27_720	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_27_727	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_27_784	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_27_789	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_27_830	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_27_836	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_27_893	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_27_899	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_27_939	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_27_945	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_28_001	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_28_006	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_28_047	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	543	f
15_35_28_053	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_28_110	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_28_117	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_28_158	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	543	f
15_35_28_165	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_28_219	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_28_226	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_28_266	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_28_272	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_28_329	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_28_336	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_28_376	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	543	f
15_35_28_383	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_28_439	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_28_445	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_28_485	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_28_491	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_28_547	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_35_28_553	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_28_594	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_28_601	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_28_658	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_28_666	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_28_716	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_28_725	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_28_782	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_28_790	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_28_830	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_28_839	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_28_893	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_28_899	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_28_931	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_28_938	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_28_995	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_29_006	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_29_043	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_29_052	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_29_102	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_29_110	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_29_189	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_29_198	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_29_243	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_29_252	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_29_285	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_29_294	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_29_348	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_29_354	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_29_387	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_29_395	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_29_449	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_29_455	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_29_493	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_29_500	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_29_555	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_29_585	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_29_614	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_29_620	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_29_666	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_29_698	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_29_722	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_29_729	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_29_772	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_29_798	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_29_822	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_29_828	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_29_884	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_29_908	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_29_931	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_29_938	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_29_994	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_30_016	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_30_039	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_30_046	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	543	f
