시간	무게	무게 변화	포트	로그	상태
15_35_30_103	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_30_125	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_30_149	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_30_155	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_30_213	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_30_236	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_30_259	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_30_265	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_30_320	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_30_344	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_30_367	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_30_372	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_30_430	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_30_455	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_30_494	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_35_30_517	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_30_567	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_30_596	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_30_619	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_30_625	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_30_665	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_30_686	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_35_30_713	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_30_719	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_30_763	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_30_794	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_30_817	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_30_823	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_30_870	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_30_893	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_30_919	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_30_925	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_35_30_983	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_31_006	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_31_027	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_31_032	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_31_090	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_31_114	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_31_143	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_31_149	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_31_195	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_31_224	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	540	f
15_35_31_253	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_31_260	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_31_313	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_31_340	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	540	f
15_35_31_363	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_31_369	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_31_415	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_31_459	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_35_31_484	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_31_489	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_31_522	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_31_552	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_31_580	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_31_586	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_31_635	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_31_657	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_31_690	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_31_695	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_31_745	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_31_768	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_31_799	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_31_804	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_31_848	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_31_892	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_31_912	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_31_917	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_31_964	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_31_985	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_32_018	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_32_023	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_32_069	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_32_087	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_32_126	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_32_132	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_32_182	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_32_209	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_32_239	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_32_247	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_32_290	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_32_320	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_32_344	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_32_352	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_32_409	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_32_435	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_32_460	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_32_465	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_32_504	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_32_528	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_32_563	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_32_569	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_32_613	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_32_640	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_32_673	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_32_680	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_32_728	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_32_757	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_32_788	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_32_794	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_32_838	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_32_867	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_32_894	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_32_900	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_32_948	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_32_973	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_33_001	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_33_007	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_33_055	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_33_082	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_33_110	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_33_117	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_33_160	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_33_189	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_33_235	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_33_240	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_33_278	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_33_304	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_33_330	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_33_338	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_33_387	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_33_428	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_33_451	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_33_457	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_33_500	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_33_525	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_33_551	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_33_557	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_33_603	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_33_640	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_33_663	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_33_668	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_33_711	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_33_735	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_33_763	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_33_769	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_33_809	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_33_905	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_33_915	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_33_945	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_33_951	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_34_016	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_34_022	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_34_053	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_34_059	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_34_124	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_34_129	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_34_159	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_34_164	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_34_234	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_34_240	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_34_283	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_34_289	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_34_343	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_34_351	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_34_384	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_34_390	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_34_450	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_34_486	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_34_493	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_34_522	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_34_576	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_34_612	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_34_648	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_34_653	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_34_686	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_34_693	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_34_736	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_35_34_745	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	543	f
15_35_34_795	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_34_802	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_34_850	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_34_877	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	543	f
15_35_34_904	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_34_911	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_34_961	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_34_985	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_35_011	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_35_017	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_35_069	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_35_098	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_35_131	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_35_137	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_35_179	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_35_208	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_35_231	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_35_235	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_35_277	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_35_297	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_35_341	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	536	f
15_35_35_346	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_35_388	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_35_35_408	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_35_449	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_35_455	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_35_495	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_35_35_515	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_35_557	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_35_568	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_35_677	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_35_682	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_35_35_687	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_35_691	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_35_778	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_35_783	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_35_810	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_35_815	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_35_35_886	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_35_918	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_35_35_923	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_35_35_929	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_35_994	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_35_35_999	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_36_032	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_36_039	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_36_172	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_36_213	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_36_219	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_36_224	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_36_260	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_36_375	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_36_439	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_35_36_448	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_36_460	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_36_467	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_36_520	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_35_36_530	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_35_36_561	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_36_568	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_36_652	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_35_36_685	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_35_36_697	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_36_708	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_36_752	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_36_774	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_36_888	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_36_893	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_36_898	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_36_922	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_37_006	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_37_020	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_37_026	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_37_038	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_37_087	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_37_093	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_37_103	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_37_108	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_37_193	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_37_199	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_37_204	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_37_209	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_37_333	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_37_392	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_37_517	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_37_523	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_37_529	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_37_558	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_37_564	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_37_609	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_37_711	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_37_820	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_37_826	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_37_834	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_35_37_840	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_35_37_868	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_37_876	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_37_900	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_37_906	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_37_911	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_37_916	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_37_951	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_37_982	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_37_987	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_37_993	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_38_038	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_38_077	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_38_083	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_38_090	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_35_38_147	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_38_183	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_35_38_189	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_38_194	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_38_256	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_38_293	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_38_298	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_38_305	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_35_38_365	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_35_38_403	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_35_38_409	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_35_38_414	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_35_38_466	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
